countryName,reportingYear,pollutant,emissions
Italy,2011,Dichloromethane (DCM),2867.1
Italy,2011,Dieldrin,154.61
Italy,2011,Diuron,61.2
Italy,2011,Endrin,51.52
Italy,2011,Ethyl benzene,1240
Italy,2011,Fluoranthene,70.97
Italy,2011,Fluorides (as total F),741570
Italy,2011,Halogenated organic compounds (as AOX),2850
Italy,2011,Hexachlorobenzene (HCB),64.56
Italy,2011,Hexachlorobutadiene (HCBD),11.3
Italy,2011,Isodrin,166.02
Italy,2011,Isoproturon,61.2
Italy,2011,Lead and compounds (as Pb),34862.5
Italy,2011,Lindane,61.2
Italy,2011,Mercury and compounds (as Hg),805.13
Italy,2011,Naphthalene,140.7
Italy,2011,Nickel and compounds (as Ni),94914.8
Italy,2011,Nonylphenol and Nonylphenol ethoxylates,15474.55
Italy,2011,Octylphenols and Octylphenol ethoxylates,72.09
Italy,2011,Organotin compounds (as total Sn),61.2
Italy,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.00115
Italy,2011,Pentachlorobenzene,24.01
Italy,2011,Pentachlorophenol (PCP),214.2
Italy,2011,Phenols (as total C),52041.5
Italy,2011,Polychlorinated biphenyls (PCBs),62.58
Italy,2011,Polycyclic aromatic hydrocarbons (PAHs),1338.73
Italy,2011,Simazine,64.56
Italy,2011,Tetrachloroethylene,1470.9
Italy,2011,Tetrachloromethane (TCM),1470.96
Italy,2011,Toluene,1361
Italy,2011,Total nitrogen,28317500
Italy,2011,Total organic carbon(as total C or COD/3) (TOC),62051100
Italy,2011,Total phosphorus,3284870
Italy,2011,Tributyltin and compounds,63.72
Italy,2011,Trichlorobenzenes (TCB),196.4
Italy,2011,Trichloroethylene (TRI),1578.5
Italy,2011,Trichloromethane,3743.5
Italy,2011,Triphenyltin and compounds,63.72
Italy,2011,Vinyl chloride,38.6
Italy,2011,Xylenes,1370
Italy,2011,Zinc and compounds (as Zn),168485
Italy,2012,"1,2-dichloroethane (DCE-1,2)",1374.6
Italy,2012,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",17
Italy,2012,Alachlor,8
Italy,2012,Aldrin,167.27
Italy,2012,Anthracene,9.5
Italy,2012,Arsenic and compounds (as As),16702.84
Italy,2012,Atrazine,80.8
Italy,2012,Benzene,1886
Italy,2012,"Benzo(g,h,i)perylene",86.88
Italy,2012,Brominated diphenylethers (PBDE),1.21
Italy,2012,Cadmium and compounds (as Cd),5724.41
Italy,2012,Chlorides (as total Cl),3229800000
Italy,2012,Chromium and compounds (as Cr),65417.1
Italy,2012,Copper and compounds (as Cu),35030.4
Italy,2012,Cyanides (as total CN),19866.1
Italy,2012,DDT (DDT),87
Italy,2012,Di-(2-ethyl hexyl) phthalate (DEHP),262.25
Italy,2012,Dichloromethane (DCM),1642.4
Italy,2012,Dieldrin,127.55
Italy,2012,Diuron,64.8
Italy,2012,Endrin,39.77
Italy,2012,Ethyl benzene,1040
Italy,2012,Fluoranthene,170.85
Italy,2012,Fluorides (as total F),519750
Italy,2012,Halogenated organic compounds (as AOX),5750
Italy,2012,Heptachlor,8
Italy,2012,Hexachlorobenzene (HCB),85.8
Italy,2012,Hexachlorobutadiene (HCBD),106.1
Italy,2012,Isodrin,42.48
Italy,2012,Isoproturon,64.8
Italy,2012,Lead and compounds (as Pb),38268.4
Italy,2012,Lindane,72.8
Italy,2012,Mercury and compounds (as Hg),974.46
Italy,2012,Naphthalene,946.8
Italy,2012,Nickel and compounds (as Ni),60693.6
Italy,2012,Nonylphenol and Nonylphenol ethoxylates,20408.71
Italy,2012,Octylphenols and Octylphenol ethoxylates,74.9
Italy,2012,Organotin compounds (as total Sn),64.8
Italy,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.0073
Italy,2012,Pentachlorobenzene,178.5
Italy,2012,Pentachlorophenol (PCP),122.7
Italy,2012,Phenols (as total C),45360.2
Italy,2012,Polychlorinated biphenyls (PCBs),81.36
Italy,2012,Polycyclic aromatic hydrocarbons (PAHs),2338.86
Italy,2012,Simazine,80.8
Italy,2012,Tetrachloroethylene,1441.6
Italy,2012,Tetrachloromethane (TCM),1479.98
Italy,2012,Toluene,1268
Italy,2012,Total nitrogen,28340200
Italy,2012,Total organic carbon(as total C or COD/3) (TOC),37459000
Italy,2012,Total phosphorus,2814180
Italy,2012,Tributyltin and compounds,70.8
Italy,2012,Trichlorobenzenes (TCB),167.7
Italy,2012,Trichloroethylene (TRI),1491
Italy,2012,Trichloromethane,3281
Italy,2012,Trifluralin,8
Italy,2012,Triphenyltin and compounds,70.8
Italy,2012,Xylenes,1040
Italy,2012,Zinc and compounds (as Zn),223279
Italy,2013,"1,2-dichloroethane (DCE-1,2)",1409
Italy,2013,Alachlor,9
Italy,2013,Aldrin,127.1
Italy,2013,Anthracene,9
Italy,2013,Arsenic and compounds (as As),19684.71
Italy,2013,Atrazine,9
Italy,2013,Benzene,2666
Italy,2013,"Benzo(g,h,i)perylene",18.46
Italy,2013,Cadmium and compounds (as Cd),4629.25
Italy,2013,Chlorides (as total Cl),2425050000
Italy,2013,Chromium and compounds (as Cr),107646.6
Italy,2013,Copper and compounds (as Cu),39652.9
Italy,2013,Cyanides (as total CN),20228.9
Italy,2013,Di-(2-ethyl hexyl) phthalate (DEHP),217.04
Italy,2013,Dichloromethane (DCM),1785.5
Italy,2013,Dieldrin,124.23
Italy,2013,Endrin,37.97
Italy,2013,Ethyl benzene,1110
Italy,2013,Fluoranthene,16.58
Italy,2013,Fluorides (as total F),582190
Italy,2013,Halogenated organic compounds (as AOX),1110
Italy,2013,Heptachlor,92
Italy,2013,Hexachlorobenzene (HCB),18
Italy,2013,Hexachlorobutadiene (HCBD),97.91
Italy,2013,Isodrin,44.75
Italy,2013,Lead and compounds (as Pb),41905.7
Italy,2013,Lindane,9
Italy,2013,Mercury and compounds (as Hg),619.6
Italy,2013,Naphthalene,96.6
Italy,2013,Nickel and compounds (as Ni),67998.4
Italy,2013,Nonylphenol and Nonylphenol ethoxylates,9262.82
Italy,2013,Octylphenols and Octylphenol ethoxylates,4.82
Italy,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.0061
Italy,2013,Pentachlorobenzene,48.33
Italy,2013,Pentachlorophenol (PCP),10.51
Italy,2013,Phenols (as total C),49307.1
Italy,2013,Polychlorinated biphenyls (PCBs),21.95
Italy,2013,Polycyclic aromatic hydrocarbons (PAHs),778.8
Italy,2013,Simazine,9
Italy,2013,Tetrachloroethylene,1648.1
Italy,2013,Tetrachloromethane (TCM),1592.75
Italy,2013,Toluene,4389
Italy,2013,Total nitrogen,29939100
Italy,2013,Total organic carbon(as total C or COD/3) (TOC),39056400
Italy,2013,Total phosphorus,2848290
Italy,2013,Tributyltin and compounds,9.01
Italy,2013,Trichlorobenzenes (TCB),9.81
Italy,2013,Trichloroethylene (TRI),1549.8
Italy,2013,Trichloromethane,2874.1
Italy,2013,Trifluralin,9
Italy,2013,Triphenyltin and compounds,7
Italy,2013,Xylenes,1110
Italy,2013,Zinc and compounds (as Zn),303153
Italy,2014,"1,2-dichloroethane (DCE-1,2)",1414.1
Italy,2014,Alachlor,10
Italy,2014,Aldrin,40.42
Italy,2014,Anthracene,10
Italy,2014,Arsenic and compounds (as As),21376.91
Italy,2014,Atrazine,10
Italy,2014,Benzene,1090
Italy,2014,"Benzo(g,h,i)perylene",20.94
Italy,2014,Brominated diphenylethers (PBDE),2.2
Italy,2014,Cadmium and compounds (as Cd),5231.1
Italy,2014,Chlorides (as total Cl),2590410000
Italy,2014,Chromium and compounds (as Cr),93627.2
Italy,2014,Copper and compounds (as Cu),30613.7
Italy,2014,Cyanides (as total CN),19319.6
Italy,2014,Di-(2-ethyl hexyl) phthalate (DEHP),210.64
Italy,2014,Dichloromethane (DCM),1876.4
Italy,2014,Dieldrin,40.42
Italy,2014,Endrin,30.56
Italy,2014,Ethyl benzene,1090
Italy,2014,Fluoranthene,18.74
Italy,2014,Fluorides (as total F),519910
Italy,2014,Halogenated organic compounds (as AOX),6740
Italy,2014,Heptachlor,10
Italy,2014,Hexachlorobenzene (HCB),19
Italy,2014,Hexachlorobutadiene (HCBD),105.43
Italy,2014,Isodrin,35.56
Italy,2014,Lead and compounds (as Pb),40416
Italy,2014,Lindane,10
Italy,2014,Mercury and compounds (as Hg),577.54
Italy,2014,Naphthalene,140.3
Italy,2014,Nickel and compounds (as Ni),63423.2
Italy,2014,Nonylphenol and Nonylphenol ethoxylates,10446.37
Italy,2014,Octylphenols and Octylphenol ethoxylates,6.88
Italy,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0034
Italy,2014,Pentachlorobenzene,54.47
Italy,2014,Pentachlorophenol (PCP),7.8
Italy,2014,Phenols (as total C),54658.2
Italy,2014,Polychlorinated biphenyls (PCBs),14.43
Italy,2014,Polycyclic aromatic hydrocarbons (PAHs),1922.82
Italy,2014,Simazine,10
Italy,2014,Tetrachloroethylene,1457.8
Italy,2014,Tetrachloromethane (TCM),1431.4
Italy,2014,Toluene,10100
Italy,2014,Total nitrogen,28866300
Italy,2014,Total organic carbon(as total C or COD/3) (TOC),35824800
Italy,2014,Total phosphorus,2896200
Italy,2014,Tributyltin and compounds,7
Italy,2014,Trichlorobenzenes (TCB),9.8
Italy,2014,Trichloroethylene (TRI),1519.3
Italy,2014,Trichloromethane,3297.7
Italy,2014,Trifluralin,10
Italy,2014,Triphenyltin and compounds,7
Italy,2014,Xylenes,1090
Italy,2014,Zinc and compounds (as Zn),172886
Italy,2015,Alachlor,10.07
Italy,2015,Aldrin,29.15
Italy,2015,Anthracene,9
Italy,2015,Arsenic and compounds (as As),13856.54
Italy,2015,Atrazine,9
Italy,2015,Benzene,2032
Italy,2015,"Benzo(g,h,i)perylene",16.11
Italy,2015,Brominated diphenylethers (PBDE),215.79
Italy,2015,Cadmium and compounds (as Cd),3252.14
Italy,2015,Chlordane,1.07
Italy,2015,Chlorides (as total Cl),2755640000
Italy,2015,Chlorpyrifos,1.07
Italy,2015,Chromium and compounds (as Cr),84392.6
Italy,2015,Copper and compounds (as Cu),19667.8
Italy,2015,Cyanides (as total CN),11363.7
Italy,2015,DDT (DDT),1.07
Italy,2015,Di-(2-ethyl hexyl) phthalate (DEHP),204.23
Italy,2015,Dichloromethane (DCM),838.4
Italy,2015,Dieldrin,30.15
Italy,2015,Endosulphan,1.07
Italy,2015,Endrin,15.47
Italy,2015,Ethyl benzene,802
Italy,2015,Fluoranthene,14.31
Italy,2015,Fluorides (as total F),415730
Italy,2015,Halogenated organic compounds (as AOX),7630
Italy,2015,Heptachlor,5.07
Italy,2015,Hexachlorobenzene (HCB),22
Italy,2015,Hexachlorobutadiene (HCBD),12.4
Italy,2015,Isodrin,20.47
Italy,2015,Lead and compounds (as Pb),27058.3
Italy,2015,Lindane,9
Italy,2015,Mercury and compounds (as Hg),640.48
Italy,2015,Naphthalene,99.4
Italy,2015,Nickel and compounds (as Ni),47732.3
Italy,2015,Nonylphenol and Nonylphenol ethoxylates,6145.93
Italy,2015,Octylphenols and Octylphenol ethoxylates,4.7
Italy,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.0005
Italy,2015,Pentachlorobenzene,49.07
Italy,2015,Pentachlorophenol (PCP),10.6
Italy,2015,Phenols (as total C),26409.4
Italy,2015,Polychlorinated biphenyls (PCBs),19.86
Italy,2015,Polycyclic aromatic hydrocarbons (PAHs),122.51
Italy,2015,Simazine,9
Italy,2015,Tetrachloroethylene,112.5
Italy,2015,Tetrachloromethane (TCM),31.14
Italy,2015,Toluene,1952
Italy,2015,Total nitrogen,25194400
Italy,2015,Total organic carbon(as total C or COD/3) (TOC),139075400
Italy,2015,Total phosphorus,2923740
Italy,2015,Tributyltin and compounds,4.8
Italy,2015,Trichlorobenzenes (TCB),8.2
Italy,2015,Trichloroethylene (TRI),171
Italy,2015,Trichloromethane,775.5
Italy,2015,Trifluralin,9
Italy,2015,Triphenyltin and compounds,4.8
Italy,2015,Xylenes,802
Italy,2015,Zinc and compounds (as Zn),145471
Italy,2016,"1,2-dichloroethane (DCE-1,2)",1267.9
Italy,2016,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",9.47
Italy,2016,Alachlor,9.47
Italy,2016,Aldrin,54.81
Italy,2016,Anthracene,47.5
Italy,2016,Arsenic and compounds (as As),12359.06
Italy,2016,Atrazine,8.32
Italy,2016,Benzene,3014
Italy,2016,"Benzo(g,h,i)perylene",53.9
Italy,2016,Brominated diphenylethers (PBDE),559.26
Italy,2016,Cadmium and compounds (as Cd),3053.98
Italy,2016,Chlordane,15.05
Italy,2016,Chlorides (as total Cl),2382400000
Italy,2016,"Chloro-alkanes, C10-C13",13.59
Italy,2016,Chlorpyrifos,12.26
Italy,2016,Chromium and compounds (as Cr),32188.3
Italy,2016,Copper and compounds (as Cu),14732.3
Italy,2016,Cyanides (as total CN),19196.8
Italy,2016,DDT (DDT),9.47
Italy,2016,Di-(2-ethyl hexyl) phthalate (DEHP),30.41
Italy,2016,Dichloromethane (DCM),1773
Italy,2016,Dieldrin,57.41
Italy,2016,Endosulphan,1.15
Italy,2016,Endrin,45.47
Italy,2016,Ethyl benzene,1050
Italy,2016,Fluoranthene,59.45
Italy,2016,Fluorides (as total F),486070
Italy,2016,Halogenated organic compounds (as AOX),3360
Italy,2016,Heptachlor,10.57
Italy,2016,Hexabromobiphenyl,0.68
Italy,2016,Hexachlorobenzene (HCB),8.32
Italy,2016,Hexachlorobutadiene (HCBD),86.8
Italy,2016,Isodrin,45.1
Italy,2016,Lead and compounds (as Pb),19547.7
Italy,2016,Lindane,8.32
Italy,2016,Mercury and compounds (as Hg),479.28
Italy,2016,Naphthalene,980
Italy,2016,Nickel and compounds (as Ni),34958.7
Italy,2016,Nonylphenol and Nonylphenol ethoxylates,8043.57
Italy,2016,Octylphenols and Octylphenol ethoxylates,19.41
Italy,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.00368
Italy,2016,Pentachlorobenzene,45.07
Italy,2016,Pentachlorophenol (PCP),356.09
Italy,2016,Phenols (as total C),49402.3
Italy,2016,Polychlorinated biphenyls (PCBs),181.39
Italy,2016,Polycyclic aromatic hydrocarbons (PAHs),888.32
Italy,2016,Simazine,8.32
Italy,2016,Tetrachloroethylene,1342.2
Italy,2016,Tetrachloromethane (TCM),1244.75
Italy,2016,Toluene,1756
Italy,2016,Total nitrogen,23088600
Italy,2016,Total organic carbon(as total C or COD/3) (TOC),27877700
Italy,2016,Total phosphorus,2867580
Italy,2016,Tributyltin and compounds,13.59
Italy,2016,Trichlorobenzenes (TCB),13.88
Italy,2016,Trichloroethylene (TRI),1298.3
Italy,2016,Trichloromethane,2622.5
Italy,2016,Trifluralin,12.08
Italy,2016,Triphenyltin and compounds,13.59
Italy,2016,Vinyl chloride,212
Italy,2016,Xylenes,1050
Italy,2016,Zinc and compounds (as Zn),164546
Italy,2017,"1,2-dichloroethane (DCE-1,2)",1209.3
Italy,2017,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",30.06
Italy,2017,Alachlor,19.4
Italy,2017,Aldrin,61.87
Italy,2017,Anthracene,59.6
Italy,2017,Arsenic and compounds (as As),16613.44
Italy,2017,Atrazine,25.79
Italy,2017,Benzene,2856
Italy,2017,"Benzo(g,h,i)perylene",79.07
Italy,2017,Brominated diphenylethers (PBDE),303
Italy,2017,Cadmium and compounds (as Cd),6140.6
Italy,2017,Chlordane,1.3
Italy,2017,Chlorides (as total Cl),3816120000
Italy,2017,"Chloro-alkanes, C10-C13",10.58
Italy,2017,Chlorpyrifos,25.4
Italy,2017,Chromium and compounds (as Cr),51201
Italy,2017,Copper and compounds (as Cu),19325.3
Italy,2017,Cyanides (as total CN),18015.1
Italy,2017,DDT (DDT),25.4
Italy,2017,Di-(2-ethyl hexyl) phthalate (DEHP),173.3
Italy,2017,Dichloromethane (DCM),3199.8
Italy,2017,Dieldrin,67.87
Italy,2017,Endosulphan,25.4
Italy,2017,Endrin,52.04
Italy,2017,Ethyl benzene,1040
Italy,2017,Ethylene oxide,356
Italy,2017,Fluoranthene,115.77
Italy,2017,Fluorides (as total F),735010
Italy,2017,Halogenated organic compounds (as AOX),10690
Italy,2017,Heptachlor,25.4
Italy,2017,Hexabromobiphenyl,1.82
Italy,2017,Hexachlorobenzene (HCB),25.11
Italy,2017,Hexachlorobutadiene (HCBD),1130.75
Italy,2017,Isodrin,54.39
Italy,2017,Isoproturon,15
Italy,2017,Lead and compounds (as Pb),29449.2
Italy,2017,Lindane,24.1
Italy,2017,Mercury and compounds (as Hg),616.99
Italy,2017,Naphthalene,326.6
Italy,2017,Nickel and compounds (as Ni),56982.8
Italy,2017,Nonylphenol and Nonylphenol ethoxylates,7828.75
Italy,2017,Octylphenols and Octylphenol ethoxylates,543.99
Italy,2017,PCDD + PCDF (dioxins + furans) (as Teq),0.00486
Italy,2017,Pentachlorobenzene,36.97
Italy,2017,Pentachlorophenol (PCP),631.2
Italy,2017,Phenols (as total C),48062
Italy,2017,Polychlorinated biphenyls (PCBs),341.73
Italy,2017,Polycyclic aromatic hydrocarbons (PAHs),748.2
Italy,2017,Simazine,24.1
Italy,2017,Tetrachloroethylene,1330.2
Italy,2017,Tetrachloromethane (TCM),1277.5
Italy,2017,Toluene,2169
Italy,2017,Total nitrogen,25534100
Italy,2017,Total organic carbon(as total C or COD/3) (TOC),32183200
Italy,2017,Total phosphorus,2961200
Italy,2017,Tributyltin and compounds,10.58
Italy,2017,Trichlorobenzenes (TCB),20.84
Italy,2017,Trichloroethylene (TRI),1487.2
Italy,2017,Trichloromethane,2693.7
Italy,2017,Trifluralin,20.1
Italy,2017,Triphenyltin and compounds,10.58
Italy,2017,Vinyl chloride,305
Italy,2017,Xylenes,1958
Italy,2017,Zinc and compounds (as Zn),180502
Italy,2018,"1,2-dichloroethane (DCE-1,2)",1360.201
Italy,2018,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",65.867
Italy,2018,Alachlor,13.462
Italy,2018,Aldrin,122.8691
Italy,2018,Anthracene,75.049
Italy,2018,Arsenic and compounds (as As),33860.5822
Italy,2018,Asbestos,9.48
Italy,2018,Atrazine,20.192
Italy,2018,Benzene,2611.04
Italy,2018,"Benzo(g,h,i)perylene",56.125
Italy,2018,Cadmium and compounds (as Cd),3803.1427
Italy,2018,Chlordane,1.27
Italy,2018,Chlorfenvinphos,39.7
Italy,2018,Chlorides (as total Cl),1546047580.5
Italy,2018,"Chloro-alkanes, C10-C13",5.9
Italy,2018,Chlorpyrifos,61.162
Italy,2018,Chromium and compounds (as Cr),54651.4195
Italy,2018,Copper and compounds (as Cu),18308.6689
Italy,2018,Cyanides (as total CN),12484.1523
Italy,2018,DDT (DDT),21.462
Italy,2018,Di-(2-ethyl hexyl) phthalate (DEHP),927.73
Italy,2018,Dichloromethane (DCM),2599.5817
Italy,2018,Dieldrin,143.6253
Italy,2018,Endosulphan,13.462
Italy,2018,Endrin,114.8961
Italy,2018,Ethyl benzene,1137.5
Italy,2018,Ethylene oxide,76.249
Italy,2018,Fluoranthene,123.199
Italy,2018,Fluorides (as total F),711295.7614
Italy,2018,Halogenated organic compounds (as AOX),17865.7305
Italy,2018,Heptachlor,21.462
Italy,2018,Hexabromobiphenyl,0.3
Italy,2018,Hexachlorobenzene (HCB),20.192
Italy,2018,Hexachlorobutadiene (HCBD),1268.2979
Italy,2018,Isodrin,109.0903
Italy,2018,Isoproturon,39.7
Italy,2018,Lead and compounds (as Pb),20381.6747
Italy,2018,Lindane,20.192
Italy,2018,Mercury and compounds (as Hg),664.7523
Italy,2018,Mirex,36.2
Italy,2018,Naphthalene,10588.749
Italy,2018,Nickel and compounds (as Ni),56768.3849
Italy,2018,Nonylphenol and Nonylphenol ethoxylates,6562.976
Italy,2018,Octylphenols and Octylphenol ethoxylates,389.63
Italy,2018,Organotin compounds (as total Sn),1153.315
Italy,2018,Pentachlorobenzene,44.2299
Italy,2018,Pentachlorophenol (PCP),703.3653
Italy,2018,Phenols (as total C),49022.0343
Italy,2018,Polychlorinated biphenyls (PCBs),324.945
Italy,2018,Polycyclic aromatic hydrocarbons (PAHs),784.549
Italy,2018,Simazine,12.192
Italy,2018,Tetrachloroethylene,1486.156
Italy,2018,Tetrachloromethane (TCM),1346.3031
Italy,2018,Toluene,1645.17
Italy,2018,Total nitrogen,24821661.9
Italy,2018,Total organic carbon(as total C or COD/3) (TOC),29434282.2
Italy,2018,Total phosphorus,2642982.7786
Italy,2018,Toxaphene,22.6
Italy,2018,Tributyltin and compounds,37.7
Italy,2018,Trichlorobenzenes (TCB),157.5362
Italy,2018,Trichloroethylene (TRI),1649.0957
Italy,2018,Trichloromethane,2558.35
Italy,2018,Trifluralin,20.192
Italy,2018,Triphenyltin and compounds,37.7
Italy,2018,Vinyl chloride,239.5
Italy,2018,Xylenes,1431.62
Italy,2018,Zinc and compounds (as Zn),182919.1899
Italy,2019,"1,2-dichloroethane (DCE-1,2)",1149.488
Italy,2019,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",21.205
Italy,2019,Alachlor,18.355
Italy,2019,Aldrin,20.2297
Italy,2019,Anthracene,41.48
Italy,2019,Arsenic and compounds (as As),30964.3561
Italy,2019,Asbestos,2.21
Italy,2019,Atrazine,17.055
Italy,2019,Benzene,1039.7
Italy,2019,"Benzo(g,h,i)perylene",9.6
Italy,2019,Cadmium and compounds (as Cd),4445.2372
Italy,2019,Chlordane,1.3
Italy,2019,Chlorides (as total Cl),2941052199.1
Italy,2019,"Chloro-alkanes, C10-C13",14.57
Italy,2019,Chlorpyrifos,18.355
Italy,2019,Chromium and compounds (as Cr),45023.5247
Italy,2019,Copper and compounds (as Cu),21991.8101
Italy,2019,Cyanides (as total CN),9220.793
Italy,2019,DDT (DDT),18.355
Italy,2019,Di-(2-ethyl hexyl) phthalate (DEHP),991.07
Italy,2019,Dichloromethane (DCM),2462.8665
Italy,2019,Dieldrin,20.2297
Italy,2019,Endosulphan,18.355
Italy,2019,Endrin,20.2297
Italy,2019,Ethyl benzene,1039.7
Italy,2019,Ethylene oxide,41.48
Italy,2019,Fluoranthene,44.52
Italy,2019,Fluorides (as total F),758035.3822
Italy,2019,Halogenated organic compounds (as AOX),14830.1374
Italy,2019,Heptachlor,18.355
Italy,2019,Hexabromobiphenyl,0.75
Italy,2019,Hexachlorobenzene (HCB),17.055
Italy,2019,Hexachlorobutadiene (HCBD),1140.0153
Italy,2019,Isodrin,22.3297
Italy,2019,Lead and compounds (as Pb),29137.1652
Italy,2019,Lindane,17.055
Italy,2019,Mercury and compounds (as Hg),674.0414
Italy,2019,Naphthalene,420.564
Italy,2019,Nickel and compounds (as Ni),50198.849
Italy,2019,Nonylphenol and Nonylphenol ethoxylates,420.95
Italy,2019,Octylphenols and Octylphenol ethoxylates,47.049
Italy,2019,Organotin compounds (as total Sn),124.897
Italy,2019,Pentachlorobenzene,4.15
Italy,2019,Pentachlorophenol (PCP),456.5467
Italy,2019,Phenols (as total C),44446.6978
Italy,2019,Polychlorinated biphenyls (PCBs),208.775
Italy,2019,Polycyclic aromatic hydrocarbons (PAHs),443.83
Italy,2019,Simazine,17.055
Italy,2019,Tetrachloroethylene,1249.1401
Italy,2019,Tetrachloromethane (TCM),1642.4374
Italy,2019,Toluene,1039.7
Italy,2019,Total nitrogen,24776324.6
Italy,2019,Total organic carbon(as total C or COD/3) (TOC),26202361.1
Italy,2019,Total phosphorus,2802583.7756
Italy,2019,Toxaphene,14.57
Italy,2019,Tributyltin and compounds,14.57
Italy,2019,Trichlorobenzenes (TCB),492.6824
Italy,2019,Trichloroethylene (TRI),1905.3775
Italy,2019,Trichloromethane,2406.6394
Italy,2019,Trifluralin,17.055
Italy,2019,Triphenyltin and compounds,14.57
Italy,2019,Vinyl chloride,65
Italy,2019,Xylenes,1039.7
Italy,2019,Zinc and compounds (as Zn),159638.992
Italy,2020,"1,2-dichloroethane (DCE-1,2)",140.049
Italy,2020,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",26.0694
Italy,2020,Alachlor,27.1554
Italy,2020,Aldrin,65.186
Italy,2020,Anthracene,9.65
Italy,2020,Arsenic and compounds (as As),19805.9435
Italy,2020,Atrazine,26.0694
Italy,2020,"Benzo(g,h,i)perylene",9.39
Italy,2020,Cadmium and compounds (as Cd),3297.6752
Italy,2020,Chlordane,10.632
Italy,2020,Chlorides (as total Cl),2608302895
Italy,2020,"Chloro-alkanes, C10-C13",13.8
Italy,2020,Chlorpyrifos,18.6954
Italy,2020,Chromium and compounds (as Cr),54110.3861
Italy,2020,Copper and compounds (as Cu),21873.9781
Italy,2020,Cyanides (as total CN),6606.8986
Italy,2020,DDT (DDT),27.1554
Italy,2020,Di-(2-ethyl hexyl) phthalate (DEHP),46.16
Italy,2020,Dichloromethane (DCM),1462.0395
Italy,2020,Dieldrin,65.286
Italy,2020,Endosulphan,27.1554
Italy,2020,Endrin,62.586
Italy,2020,Fluoranthene,19.06
Italy,2020,Fluorides (as total F),616159.8436
Italy,2020,Halogenated organic compounds (as AOX),15185.8087
Italy,2020,Heptachlor,27.1554
Italy,2020,Hexabromobiphenyl,0.7
Italy,2020,Hexachlorobenzene (HCB),26.0694
Italy,2020,Hexachlorobutadiene (HCBD),306.6277
Italy,2020,Isodrin,62.8
Italy,2020,Lead and compounds (as Pb),27203.0097
Italy,2020,Lindane,26.0694
Italy,2020,Mercury and compounds (as Hg),561.7486
Italy,2020,Naphthalene,55.99
Italy,2020,Nickel and compounds (as Ni),58530.4835
Italy,2020,Nonylphenol and Nonylphenol ethoxylates,6289.8
Italy,2020,Octylphenols and Octylphenol ethoxylates,43.5235
Italy,2020,Organotin compounds (as total Sn),1385.7975
Italy,2020,Pentachlorobenzene,8.46
Italy,2020,Pentachlorophenol (PCP),102.3846
Italy,2020,Phenols (as total C),26660.3333
Italy,2020,Polychlorinated biphenyls (PCBs),0.65
Italy,2020,Polycyclic aromatic hydrocarbons (PAHs),189.4839
Italy,2020,Simazine,26.0694
Italy,2020,Tetrachloroethylene,477.5373
Italy,2020,Tetrachloromethane (TCM),501.6464
Italy,2020,Total nitrogen,20939453.7
Italy,2020,Total organic carbon(as total C or COD/3) (TOC),26085999.3
Italy,2020,Total phosphorus,2837632.5569
Italy,2020,Toxaphene,13.8
Italy,2020,Tributyltin and compounds,13.8
Italy,2020,Trichlorobenzenes (TCB),456.1608
Italy,2020,Trichloroethylene (TRI),1629.5325
Italy,2020,Trichloromethane,761.9193
Italy,2020,Trifluralin,26.0694
Italy,2020,Triphenyltin and compounds,13.8
Italy,2020,Vinyl chloride,433.6009
Italy,2020,Zinc and compounds (as Zn),141162.9546
Italy,2021,"1,2-dichloroethane (DCE-1,2)",1088.7267
Italy,2021,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",20.173
Italy,2021,Alachlor,38.695
Italy,2021,Aldrin,77.2268
Italy,2021,Anthracene,8.69
Italy,2021,Arsenic and compounds (as As),21851.4681
Italy,2021,Atrazine,20.173
Italy,2021,Benzene,2766.09
Italy,2021,"Benzo(g,h,i)perylene",8.6
Italy,2021,Cadmium and compounds (as Cd),5101.2754
Italy,2021,Chlordane,2.264
Italy,2021,Chlorides (as total Cl),2790981881.8
Italy,2021,"Chloro-alkanes, C10-C13",14
Italy,2021,Chlorpyrifos,21.305
Italy,2021,Chromium and compounds (as Cr),66050.4964
Italy,2021,Copper and compounds (as Cu),18814.9076
Italy,2021,Cyanides (as total CN),11657.1986
Italy,2021,DDT (DDT),29.995
Italy,2021,Di-(2-ethyl hexyl) phthalate (DEHP),43.79
Italy,2021,Dichloromethane (DCM),2910.2985
Italy,2021,Dieldrin,57.7506
Italy,2021,Endosulphan,29.995
Italy,2021,Endrin,55.6506
Italy,2021,Ethyl benzene,967
Italy,2021,Fluoranthene,17.29
