countryName,reportingYear,pollutant,emissions
Czechia,2014,Mercury and compounds (as Hg),75.12
Czechia,2014,Nickel and compounds (as Ni),4589.2
Czechia,2014,Nonylphenol and Nonylphenol ethoxylates,39.37
Czechia,2014,Phenols (as total C),2023.4
Czechia,2014,Tetrachloroethylene,15
Czechia,2014,Tetrachloromethane (TCM),2
Czechia,2014,Total nitrogen,4707700
Czechia,2014,Total organic carbon(as total C or COD/3) (TOC),5169400
Czechia,2014,Total phosphorus,225360
Czechia,2014,Trichloromethane,90.8
Czechia,2014,Zinc and compounds (as Zn),31382
Czechia,2015,"1,2-dichloroethane (DCE-1,2)",38.7
Czechia,2015,Arsenic and compounds (as As),2791.1
Czechia,2015,Cadmium and compounds (as Cd),69.1
Czechia,2015,Chlorides (as total Cl),77260000
Czechia,2015,Chromium and compounds (as Cr),1162
Czechia,2015,Copper and compounds (as Cu),4458.4
Czechia,2015,Cyanides (as total CN),1688
Czechia,2015,Di-(2-ethyl hexyl) phthalate (DEHP),381.86
Czechia,2015,Dichloromethane (DCM),103
Czechia,2015,Diuron,3.05
Czechia,2015,Fluoranthene,5.95
Czechia,2015,Fluorides (as total F),94070
Czechia,2015,Halogenated organic compounds (as AOX),34480
Czechia,2015,Isoproturon,2.8
Czechia,2015,Lead and compounds (as Pb),530.9
Czechia,2015,Mercury and compounds (as Hg),90.67
Czechia,2015,Nickel and compounds (as Ni),3399.5
Czechia,2015,Nonylphenol and Nonylphenol ethoxylates,58.38
Czechia,2015,Octylphenols and Octylphenol ethoxylates,1.23
Czechia,2015,Phenols (as total C),3927.1
Czechia,2015,Tetrachloromethane (TCM),10
Czechia,2015,Total nitrogen,4941800
Czechia,2015,Total organic carbon(as total C or COD/3) (TOC),5170500
Czechia,2015,Total phosphorus,217490
Czechia,2015,Trichloromethane,165
Czechia,2015,Zinc and compounds (as Zn),26740
Czechia,2016,"1,2-dichloroethane (DCE-1,2)",50
Czechia,2016,Alachlor,10
Czechia,2016,Arsenic and compounds (as As),1821.02
Czechia,2016,Atrazine,5.39
Czechia,2016,Cadmium and compounds (as Cd),85.4
Czechia,2016,Chlorides (as total Cl),58230000
Czechia,2016,Chromium and compounds (as Cr),1365.2
Czechia,2016,Copper and compounds (as Cu),5409.3
Czechia,2016,Cyanides (as total CN),2357
Czechia,2016,Di-(2-ethyl hexyl) phthalate (DEHP),207.2
Czechia,2016,Dichloromethane (DCM),83
Czechia,2016,Diuron,1.79
Czechia,2016,Fluoranthene,4.95
Czechia,2016,Fluorides (as total F),165740
Czechia,2016,Halogenated organic compounds (as AOX),35670
Czechia,2016,Lead and compounds (as Pb),473.3
Czechia,2016,Mercury and compounds (as Hg),55.79
Czechia,2016,Nickel and compounds (as Ni),3219.9
Czechia,2016,Nonylphenol and Nonylphenol ethoxylates,21.57
Czechia,2016,Octylphenols and Octylphenol ethoxylates,1.3
Czechia,2016,Phenols (as total C),986.3
Czechia,2016,Total nitrogen,4711900
Czechia,2016,Total organic carbon(as total C or COD/3) (TOC),5080500
Czechia,2016,Total phosphorus,181080
Czechia,2016,Trichloromethane,33
Czechia,2016,Zinc and compounds (as Zn),26351
Czechia,2017,"1,2-dichloroethane (DCE-1,2)",172
Czechia,2017,Arsenic and compounds (as As),1489.93
Czechia,2017,Cadmium and compounds (as Cd),78.4
Czechia,2017,Chlorides (as total Cl),56270000
Czechia,2017,"Chloro-alkanes, C10-C13",1.2
Czechia,2017,Chromium and compounds (as Cr),1087.4
Czechia,2017,Copper and compounds (as Cu),5187
Czechia,2017,Cyanides (as total CN),2488.7
Czechia,2017,Di-(2-ethyl hexyl) phthalate (DEHP),126.1
Czechia,2017,Diuron,1.95
Czechia,2017,Fluoranthene,4.37
Czechia,2017,Fluorides (as total F),122360
Czechia,2017,Halogenated organic compounds (as AOX),35480
Czechia,2017,Lead and compounds (as Pb),503.6
Czechia,2017,Mercury and compounds (as Hg),45.05
Czechia,2017,Nickel and compounds (as Ni),4627.9
Czechia,2017,Nonylphenol and Nonylphenol ethoxylates,28.32
Czechia,2017,Phenols (as total C),2783.4
Czechia,2017,Tetrachloroethylene,11.5
Czechia,2017,Total nitrogen,4931900
Czechia,2017,Total organic carbon(as total C or COD/3) (TOC),5405800
Czechia,2017,Total phosphorus,164140
Czechia,2017,Trichloromethane,54
Czechia,2017,Vinyl chloride,10.4
Czechia,2017,Zinc and compounds (as Zn),34362
Czechia,2018,"1,2-dichloroethane (DCE-1,2)",81
Czechia,2018,Arsenic and compounds (as As),1881.78585
Czechia,2018,Benzene,53
Czechia,2018,Cadmium and compounds (as Cd),107.498
Czechia,2018,Chlorides (as total Cl),50925025.7
Czechia,2018,Chromium and compounds (as Cr),705.08
Czechia,2018,Copper and compounds (as Cu),5581.88725
Czechia,2018,Cyanides (as total CN),1793.369
Czechia,2018,Di-(2-ethyl hexyl) phthalate (DEHP),134.2724
Czechia,2018,Fluoranthene,4.1067
Czechia,2018,Fluorides (as total F),147532.26041
Czechia,2018,Halogenated organic compounds (as AOX),22791.21
Czechia,2018,Lead and compounds (as Pb),430.772
Czechia,2018,Mercury and compounds (as Hg),59.13
Czechia,2018,Nickel and compounds (as Ni),4866.9088
Czechia,2018,Nonylphenol and Nonylphenol ethoxylates,20.34
Czechia,2018,Octylphenols and Octylphenol ethoxylates,1.37
Czechia,2018,Phenols (as total C),2006.884
Czechia,2018,Polychlorinated biphenyls (PCBs),0.18
Czechia,2018,Polycyclic aromatic hydrocarbons (PAHs),16.57182
Czechia,2018,Total nitrogen,4691096.141
Czechia,2018,Total organic carbon(as total C or COD/3) (TOC),15677356.31746
Czechia,2018,Total phosphorus,477391.06
Czechia,2018,Trichloromethane,71
Czechia,2018,Vinyl chloride,12
Czechia,2018,Zinc and compounds (as Zn),26744.80996
Czechia,2019,"1,2-dichloroethane (DCE-1,2)",471
Czechia,2019,Arsenic and compounds (as As),1720.49304
Czechia,2019,Benzene,47
Czechia,2019,Cadmium and compounds (as Cd),96.909
Czechia,2019,Chlorides (as total Cl),61802742.4
Czechia,2019,Chromium and compounds (as Cr),853.15
Czechia,2019,Copper and compounds (as Cu),7526.50135
Czechia,2019,Cyanides (as total CN),2530.2535
Czechia,2019,Di-(2-ethyl hexyl) phthalate (DEHP),112.6097
Czechia,2019,Diuron,1.123
Czechia,2019,Fluoranthene,2.7662
Czechia,2019,Fluorides (as total F),138925.83855
Czechia,2019,Halogenated organic compounds (as AOX),26111.23
Czechia,2019,Lead and compounds (as Pb),457.91039
Czechia,2019,Mercury and compounds (as Hg),50.82
Czechia,2019,Nickel and compounds (as Ni),3003.58042
Czechia,2019,Nonylphenol and Nonylphenol ethoxylates,11.724
Czechia,2019,Phenols (as total C),1772.651
Czechia,2019,Polycyclic aromatic hydrocarbons (PAHs),6.3
Czechia,2019,Total nitrogen,3772000.74
Czechia,2019,Total organic carbon(as total C or COD/3) (TOC),5555899.92
Czechia,2019,Total phosphorus,219470.8
Czechia,2019,Trichloromethane,80
Czechia,2019,Vinyl chloride,106
Czechia,2019,Zinc and compounds (as Zn),31018.13837
Czechia,2020,"1,2-dichloroethane (DCE-1,2)",138
Czechia,2020,Arsenic and compounds (as As),1278.40736
Czechia,2020,Benzene,20.7
Czechia,2020,Cadmium and compounds (as Cd),45.973
Czechia,2020,Chlorides (as total Cl),55742063.1
Czechia,2020,Chromium and compounds (as Cr),802.43
Czechia,2020,Copper and compounds (as Cu),6569.85077
Czechia,2020,Cyanides (as total CN),2500.933
Czechia,2020,Di-(2-ethyl hexyl) phthalate (DEHP),130.092
Czechia,2020,Ethyl benzene,28.3
Czechia,2020,Fluoranthene,3.8123
Czechia,2020,Fluorides (as total F),129056.47
Czechia,2020,Halogenated organic compounds (as AOX),27261.59
Czechia,2020,Lead and compounds (as Pb),236.014
Czechia,2020,Mercury and compounds (as Hg),47.5198
Czechia,2020,Nickel and compounds (as Ni),3367.33802
Czechia,2020,Nonylphenol and Nonylphenol ethoxylates,9.928
Czechia,2020,Pentachlorophenol (PCP),15.45
Czechia,2020,Phenols (as total C),1055.115
Czechia,2020,Polycyclic aromatic hydrocarbons (PAHs),6.7
Czechia,2020,Tetrachloroethylene,0.00108
Czechia,2020,Toluene,82.3
Czechia,2020,Total nitrogen,3953251.88
Czechia,2020,Total organic carbon(as total C or COD/3) (TOC),5269176.55
Czechia,2020,Total phosphorus,245064.99
Czechia,2020,Trichloromethane,105
Czechia,2020,Vinyl chloride,46.00837
Czechia,2020,Xylenes,170.7
Czechia,2020,Zinc and compounds (as Zn),34147.3009
Denmark,2007,Arsenic and compounds (as As),160.4
Denmark,2007,Chromium and compounds (as Cr),176.1
Denmark,2007,Copper and compounds (as Cu),1249.1
Denmark,2007,Di-(2-ethyl hexyl) phthalate (DEHP),8.41
Denmark,2007,Lead and compounds (as Pb),184
Denmark,2007,Mercury and compounds (as Hg),34.14
Denmark,2007,Nickel and compounds (as Ni),915.2
Denmark,2007,Nonylphenol and Nonylphenol ethoxylates,1.2
Denmark,2007,Phenols (as total C),98
Denmark,2007,Total nitrogen,1446800
Denmark,2007,Total organic carbon(as total C or COD/3) (TOC),3709300
Denmark,2007,Total phosphorus,149630
Denmark,2007,Zinc and compounds (as Zn),8390
Denmark,2008,Arsenic and compounds (as As),401.55
Denmark,2008,Chromium and compounds (as Cr),531.9
Denmark,2008,Copper and compounds (as Cu),3067.2
Denmark,2008,Di-(2-ethyl hexyl) phthalate (DEHP),912.92
Denmark,2008,Halogenated organic compounds (as AOX),3700
Denmark,2008,Lead and compounds (as Pb),236.3
Denmark,2008,Mercury and compounds (as Hg),101.7
Denmark,2008,Nickel and compounds (as Ni),2797.7
Denmark,2008,Nonylphenol and Nonylphenol ethoxylates,66.61
Denmark,2008,Phenols (as total C),852.5
Denmark,2008,Polycyclic aromatic hydrocarbons (PAHs),103.4
Denmark,2008,Total nitrogen,1257400
Denmark,2008,Total organic carbon(as total C or COD/3) (TOC),3368900
Denmark,2008,Total phosphorus,143800
Denmark,2008,Zinc and compounds (as Zn),19066
Denmark,2009,Arsenic and compounds (as As),83.8
Denmark,2009,Chromium and compounds (as Cr),263.2
Denmark,2009,Copper and compounds (as Cu),1353
Denmark,2009,Di-(2-ethyl hexyl) phthalate (DEHP),102.09
Denmark,2009,Halogenated organic compounds (as AOX),1540
Denmark,2009,Lead and compounds (as Pb),185.9
Denmark,2009,Mercury and compounds (as Hg),14.9
Denmark,2009,Nickel and compounds (as Ni),2535
Denmark,2009,Nonylphenol and Nonylphenol ethoxylates,6.66
Denmark,2009,Phenols (as total C),696
Denmark,2009,Total nitrogen,1701200
Denmark,2009,Total organic carbon(as total C or COD/3) (TOC),3832400
Denmark,2009,Total phosphorus,173330
Denmark,2009,Zinc and compounds (as Zn),14234
Denmark,2010,Arsenic and compounds (as As),143
Denmark,2010,Chromium and compounds (as Cr),71
Denmark,2010,Copper and compounds (as Cu),709
Denmark,2010,Di-(2-ethyl hexyl) phthalate (DEHP),1.2
Denmark,2010,Halogenated organic compounds (as AOX),2290
Denmark,2010,Lead and compounds (as Pb),144
Denmark,2010,Mercury and compounds (as Hg),14.9
Denmark,2010,Nickel and compounds (as Ni),605.2
Denmark,2010,Total nitrogen,1428300
Denmark,2010,Total organic carbon(as total C or COD/3) (TOC),3600100
Denmark,2010,Total phosphorus,152500
Denmark,2010,Zinc and compounds (as Zn),5472
Denmark,2011,Arsenic and compounds (as As),184
Denmark,2011,Chromium and compounds (as Cr),115
Denmark,2011,Copper and compounds (as Cu),895
Denmark,2011,Di-(2-ethyl hexyl) phthalate (DEHP),1.03
Denmark,2011,Halogenated organic compounds (as AOX),3180
Denmark,2011,Lead and compounds (as Pb),167
Denmark,2011,Mercury and compounds (as Hg),11.2
Denmark,2011,Nickel and compounds (as Ni),652.4
Denmark,2011,Total nitrogen,1631500
Denmark,2011,Total organic carbon(as total C or COD/3) (TOC),2499800
Denmark,2011,Total phosphorus,189810
Denmark,2011,Zinc and compounds (as Zn),4374
Denmark,2012,Arsenic and compounds (as As),147
Denmark,2012,Cadmium and compounds (as Cd),6
Denmark,2012,Chromium and compounds (as Cr),103
Denmark,2012,Copper and compounds (as Cu),1006
Denmark,2012,Di-(2-ethyl hexyl) phthalate (DEHP),2.31
Denmark,2012,Halogenated organic compounds (as AOX),2770
Denmark,2012,Lead and compounds (as Pb),244
Denmark,2012,Mercury and compounds (as Hg),27
Denmark,2012,Nickel and compounds (as Ni),616.1
Denmark,2012,Phenols (as total C),80
Denmark,2012,Total nitrogen,1438500
Denmark,2012,Total organic carbon(as total C or COD/3) (TOC),4333400
Denmark,2012,Total phosphorus,238380
Denmark,2012,Zinc and compounds (as Zn),4059
Denmark,2013,Arsenic and compounds (as As),230
Denmark,2013,Chromium and compounds (as Cr),139
Denmark,2013,Copper and compounds (as Cu),1848
Denmark,2013,Halogenated organic compounds (as AOX),3090
Denmark,2013,Lead and compounds (as Pb),344
Denmark,2013,Mercury and compounds (as Hg),22
Denmark,2013,Nickel and compounds (as Ni),605.8
Denmark,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.000118
Denmark,2013,Phenols (as total C),117
Denmark,2013,Total nitrogen,1555600
Denmark,2013,Total organic carbon(as total C or COD/3) (TOC),4164700
Denmark,2013,Total phosphorus,233820
Denmark,2013,Zinc and compounds (as Zn),6344
Denmark,2014,Arsenic and compounds (as As),183
Denmark,2014,Cadmium and compounds (as Cd),7
Denmark,2014,Chromium and compounds (as Cr),61
Denmark,2014,Copper and compounds (as Cu),905
Denmark,2014,Di-(2-ethyl hexyl) phthalate (DEHP),1.3
Denmark,2014,Halogenated organic compounds (as AOX),3040
Denmark,2014,Lead and compounds (as Pb),146
Denmark,2014,Mercury and compounds (as Hg),15.4
Denmark,2014,Nickel and compounds (as Ni),640.4
Denmark,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.000143
Denmark,2014,Phenols (as total C),86
Denmark,2014,Total nitrogen,1167800
Denmark,2014,Total organic carbon(as total C or COD/3) (TOC),3322200
Denmark,2014,Total phosphorus,133830
Denmark,2014,Zinc and compounds (as Zn),6660
Denmark,2015,Arsenic and compounds (as As),191.32
Denmark,2015,Chlorides (as total Cl),9000000
Denmark,2015,Copper and compounds (as Cu),767
Denmark,2015,Di-(2-ethyl hexyl) phthalate (DEHP),5.21
Denmark,2015,Halogenated organic compounds (as AOX),3580
Denmark,2015,Lead and compounds (as Pb),90
Denmark,2015,Mercury and compounds (as Hg),22.4
Denmark,2015,Nickel and compounds (as Ni),636.8
Denmark,2015,Phenols (as total C),109
Denmark,2015,Total nitrogen,1375700
Denmark,2015,Total organic carbon(as total C or COD/3) (TOC),3675500
Denmark,2015,Total phosphorus,151400
Denmark,2015,Zinc and compounds (as Zn),5410
Denmark,2016,Arsenic and compounds (as As),83
Denmark,2016,Chlorides (as total Cl),7000000
Denmark,2016,Copper and compounds (as Cu),369
Denmark,2016,Di-(2-ethyl hexyl) phthalate (DEHP),1.5
Denmark,2016,Lead and compounds (as Pb),61
Denmark,2016,Mercury and compounds (as Hg),27.8
Denmark,2016,Nickel and compounds (as Ni),531
Denmark,2016,Phenols (as total C),79
Denmark,2016,Total nitrogen,1324000
Denmark,2016,Total organic carbon(as total C or COD/3) (TOC),3515200
Denmark,2016,Total phosphorus,141350
Denmark,2016,Zinc and compounds (as Zn),3458
Denmark,2017,Arsenic and compounds (as As),135
Denmark,2017,Chlorides (as total Cl),8000000
Denmark,2017,Chromium and compounds (as Cr),98
Denmark,2017,Copper and compounds (as Cu),568
Denmark,2017,Lead and compounds (as Pb),106
Denmark,2017,Mercury and compounds (as Hg),8
Denmark,2017,Nickel and compounds (as Ni),628.2
Denmark,2017,Phenols (as total C),214
Denmark,2017,Total nitrogen,1247500
Denmark,2017,Total organic carbon(as total C or COD/3) (TOC),3457300
Denmark,2017,Total phosphorus,120410
Denmark,2017,Zinc and compounds (as Zn),23884
Denmark,2018,Arsenic and compounds (as As),52.803
Denmark,2018,Cadmium and compounds (as Cd),5.1451
Denmark,2018,Chlorides (as total Cl),6000000
Denmark,2018,Chromium and compounds (as Cr),180.1743
Denmark,2018,Copper and compounds (as Cu),344.167
Denmark,2018,Di-(2-ethyl hexyl) phthalate (DEHP),0.61446
Denmark,2018,Halogenated organic compounds (as AOX),896
Denmark,2018,Lead and compounds (as Pb),92.203
Denmark,2018,Mercury and compounds (as Hg),6.302
Denmark,2018,Nickel and compounds (as Ni),494.667
Denmark,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.00022
Denmark,2018,Phenols (as total C),201
Denmark,2018,Polycyclic aromatic hydrocarbons (PAHs),0.003
Denmark,2018,Total nitrogen,1700518.868716
Denmark,2018,Total organic carbon(as total C or COD/3) (TOC),3542489.406269
Denmark,2018,Total phosphorus,190858.939335
Denmark,2018,Zinc and compounds (as Zn),24232.805
Denmark,2019,Arsenic and compounds (as As),101.7718
Denmark,2019,Cadmium and compounds (as Cd),5.318
Denmark,2019,Chlorides (as total Cl),4000000
Denmark,2019,Chromium and compounds (as Cr),155.434
Denmark,2019,Copper and compounds (as Cu),517.538
Denmark,2019,Di-(2-ethyl hexyl) phthalate (DEHP),3.6534
Denmark,2019,Halogenated organic compounds (as AOX),960
Denmark,2019,Lead and compounds (as Pb),144.955
Denmark,2019,Mercury and compounds (as Hg),11.726
Denmark,2019,Nickel and compounds (as Ni),448.3004
Denmark,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
Denmark,2019,Phenols (as total C),213
Denmark,2019,Total nitrogen,1935735.859327
Denmark,2019,Total organic carbon(as total C or COD/3) (TOC),4369670.707023
Denmark,2019,Total phosphorus,199529.283975
Denmark,2019,Zinc and compounds (as Zn),11855.088
Denmark,2020,Ammonia (NH3),131
Denmark,2020,Arsenic and compounds (as As),52.1998
Denmark,2020,Cadmium and compounds (as Cd),5.117
Denmark,2020,Chlorides (as total Cl),3000000
Denmark,2020,Chromium and compounds (as Cr),129.8633
Denmark,2020,Copper and compounds (as Cu),384.1497
Denmark,2020,Di-(2-ethyl hexyl) phthalate (DEHP),2.74664
Denmark,2020,Halogenated organic compounds (as AOX),886
Denmark,2020,Lead and compounds (as Pb),58.335
Denmark,2020,Mercury and compounds (as Hg),7.504
Denmark,2020,Nickel and compounds (as Ni),551.938
Denmark,2020,PCDD + PCDF (dioxins + furans) (as Teq),0
Denmark,2020,Phenols (as total C),201
Denmark,2020,Total nitrogen,1759605.1448
Denmark,2020,Total organic carbon(as total C or COD/3) (TOC),3545539
Denmark,2020,Total phosphorus,134490.6667
Denmark,2020,Zinc and compounds (as Zn),3220.959
Denmark,2021,Ammonia (NH3),180
Denmark,2021,Arsenic and compounds (as As),389.616698
Denmark,2021,Cadmium and compounds (as Cd),6.015
Denmark,2021,Chlorides (as total Cl),37824064.142
Denmark,2021,Chromium and compounds (as Cr),221.261555
Denmark,2021,Copper and compounds (as Cu),984.683775
Denmark,2021,Cyanides (as total CN),332.7955
Denmark,2021,Di-(2-ethyl hexyl) phthalate (DEHP),457.813205
Denmark,2021,Halogenated organic compounds (as AOX),10206.409352
Denmark,2021,Lead and compounds (as Pb),153.968283
Denmark,2021,Lindane,0
Denmark,2021,Mercury and compounds (as Hg),52.819657
Denmark,2021,Nickel and compounds (as Ni),1125.974246
Denmark,2021,Nonylphenol and Nonylphenol ethoxylates,198.878031
Denmark,2021,PCDD + PCDF (dioxins + furans) (as Teq),0
Denmark,2021,Phenols (as total C),253.949056
Denmark,2021,Polycyclic aromatic hydrocarbons (PAHs),2.28
Denmark,2021,Total nitrogen,1484734.2
Denmark,2021,Total organic carbon(as total C or COD/3) (TOC),1448503
Denmark,2021,Total phosphorus,115962.4
Denmark,2021,Vinyl chloride,36.52
Denmark,2021,Zinc and compounds (as Zn),12471.867732
Estonia,2007,Arsenic and compounds (as As),70
Estonia,2007,Cadmium and compounds (as Cd),57
Estonia,2007,Chromium and compounds (as Cr),100
Estonia,2007,Copper and compounds (as Cu),1590.5
Estonia,2007,Lead and compounds (as Pb),760
Estonia,2007,Nickel and compounds (as Ni),67.1
Estonia,2007,Total nitrogen,790000
Estonia,2007,Total phosphorus,66200
Estonia,2007,Zinc and compounds (as Zn),1096
Estonia,2008,Arsenic and compounds (as As),276
Estonia,2008,Cadmium and compounds (as Cd),119.8
Estonia,2008,Chromium and compounds (as Cr),195.8
Estonia,2008,Copper and compounds (as Cu),1385.8
Estonia,2008,Lead and compounds (as Pb),526
Estonia,2008,Nickel and compounds (as Ni),138.8
Estonia,2008,Total nitrogen,790300
Estonia,2008,Total organic carbon(as total C or COD/3) (TOC),1539300
Estonia,2008,Total phosphorus,58900
Estonia,2008,Zinc and compounds (as Zn),1899
Estonia,2009,Copper and compounds (as Cu),280
Estonia,2009,Fluorides (as total F),2810
Estonia,2009,Phenols (as total C),148
Estonia,2009,Total nitrogen,813000
Estonia,2009,Total organic carbon(as total C or COD/3) (TOC),1380300
Estonia,2009,Total phosphorus,61000
Estonia,2009,Zinc and compounds (as Zn),880
Estonia,2010,Copper and compounds (as Cu),555
Estonia,2010,Nickel and compounds (as Ni),214
Estonia,2010,Total nitrogen,779300
Estonia,2010,Total organic carbon(as total C or COD/3) (TOC),1178600
Estonia,2010,Total phosphorus,52600
Estonia,2010,Zinc and compounds (as Zn),1602
Estonia,2011,Arsenic and compounds (as As),255.6
Estonia,2011,Cadmium and compounds (as Cd),89.2
Estonia,2011,Chromium and compounds (as Cr),273.1
Estonia,2011,Copper and compounds (as Cu),1040.2
Estonia,2011,Lead and compounds (as Pb),386
Estonia,2011,Nickel and compounds (as Ni),382.2
Estonia,2011,Total nitrogen,677500
Estonia,2011,Total organic carbon(as total C or COD/3) (TOC),1592100
Estonia,2011,Total phosphorus,52250
Estonia,2011,Zinc and compounds (as Zn),1180
Estonia,2012,Arsenic and compounds (as As),24
Estonia,2012,Cadmium and compounds (as Cd),13
Estonia,2012,Chromium and compounds (as Cr),432.2
Estonia,2012,Copper and compounds (as Cu),914.9
Estonia,2012,Lead and compounds (as Pb),450
Estonia,2012,Nickel and compounds (as Ni),508
Estonia,2012,Total nitrogen,559400
Estonia,2012,Total organic carbon(as total C or COD/3) (TOC),1658700
Estonia,2012,Total phosphorus,48380
Estonia,2012,Zinc and compounds (as Zn),1563
Estonia,2013,Arsenic and compounds (as As),40
Estonia,2013,Cadmium and compounds (as Cd),15
Estonia,2013,Chromium and compounds (as Cr),64
Estonia,2013,Copper and compounds (as Cu),406
Estonia,2013,Lead and compounds (as Pb),98
Estonia,2013,Nickel and compounds (as Ni),311
Estonia,2013,Total nitrogen,528900
Estonia,2013,Total organic carbon(as total C or COD/3) (TOC),1667000
Estonia,2013,Total phosphorus,26850
Estonia,2013,Zinc and compounds (as Zn),939
Estonia,2014,Arsenic and compounds (as As),42
Estonia,2014,Cadmium and compounds (as Cd),7
Estonia,2014,Chromium and compounds (as Cr),86
Estonia,2014,Copper and compounds (as Cu),160
Estonia,2014,Lead and compounds (as Pb),31
Estonia,2014,Nickel and compounds (as Ni),263
Estonia,2014,Total nitrogen,452300
Estonia,2014,Total organic carbon(as total C or COD/3) (TOC),1676600
Estonia,2014,Total phosphorus,20000
Estonia,2014,Zinc and compounds (as Zn),767
Estonia,2015,Arsenic and compounds (as As),17
Estonia,2015,Chromium and compounds (as Cr),67
Estonia,2015,Copper and compounds (as Cu),115
Estonia,2015,Fluorides (as total F),2980
Estonia,2015,Nickel and compounds (as Ni),217
Estonia,2015,Octylphenols and Octylphenol ethoxylates,20
Estonia,2015,Total nitrogen,409400
Estonia,2015,Total organic carbon(as total C or COD/3) (TOC),1741400
Estonia,2015,Total phosphorus,19300
Estonia,2015,Zinc and compounds (as Zn),954
Estonia,2016,Arsenic and compounds (as As),82
Estonia,2016,Copper and compounds (as Cu),150
Estonia,2016,Fluorides (as total F),6170
Estonia,2016,Nickel and compounds (as Ni),255
Estonia,2016,Total nitrogen,512300
Estonia,2016,Total organic carbon(as total C or COD/3) (TOC),1990200
Estonia,2016,Total phosphorus,21600
Estonia,2016,Zinc and compounds (as Zn),881
Estonia,2017,Arsenic and compounds (as As),22.86
Estonia,2017,Cadmium and compounds (as Cd),17
Estonia,2017,Copper and compounds (as Cu),167
Estonia,2017,Fluorides (as total F),3370
Estonia,2017,Nickel and compounds (as Ni),230
Estonia,2017,Octylphenols and Octylphenol ethoxylates,26
Estonia,2017,Total nitrogen,507500
Estonia,2017,Total organic carbon(as total C or COD/3) (TOC),1829800
Estonia,2017,Total phosphorus,20800
Estonia,2017,Zinc and compounds (as Zn),2461
Finland,2007,Arsenic and compounds (as As),1816.09
Finland,2007,Cadmium and compounds (as Cd),357
Finland,2007,Chlorides (as total Cl),73130000
Finland,2007,Chromium and compounds (as Cr),1761
Finland,2007,Copper and compounds (as Cu),10468.6
Finland,2007,Cyanides (as total CN),1952
Finland,2007,Di-(2-ethyl hexyl) phthalate (DEHP),113.1
Finland,2007,Dichloromethane (DCM),19
Finland,2007,Fluorides (as total F),108350
Finland,2007,Halogenated organic compounds (as AOX),1382930
Finland,2007,Lead and compounds (as Pb),1083.4
Finland,2007,Mercury and compounds (as Hg),34.11
Finland,2007,Nickel and compounds (as Ni),10535.7
Finland,2007,Nonylphenol and Nonylphenol ethoxylates,93.8
Finland,2007,Octylphenols and Octylphenol ethoxylates,5.95
Finland,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
Finland,2007,Phenols (as total C),1754.2
Finland,2007,Total nitrogen,7429000
Finland,2007,Total organic carbon(as total C or COD/3) (TOC),46680600
Finland,2007,Total phosphorus,191360
Finland,2007,Trichloromethane,13
Finland,2007,Zinc and compounds (as Zn),90755
Finland,2008,Arsenic and compounds (as As),1850.31
Finland,2008,Cadmium and compounds (as Cd),309.33
Finland,2008,Chlorides (as total Cl),81600000
Finland,2008,Chromium and compounds (as Cr),2680.7
Finland,2008,Copper and compounds (as Cu),12357
Finland,2008,Cyanides (as total CN),1950
Finland,2008,Di-(2-ethyl hexyl) phthalate (DEHP),190.3
Finland,2008,Dichloromethane (DCM),20.4
Finland,2008,Fluorides (as total F),121470
Finland,2008,Halogenated organic compounds (as AOX),1039920
Finland,2008,Lead and compounds (as Pb),958.2
Finland,2008,Mercury and compounds (as Hg),47.94
Finland,2008,Nickel and compounds (as Ni),12645.6
Finland,2008,Nonylphenol and Nonylphenol ethoxylates,121.8
Finland,2008,Octylphenols and Octylphenol ethoxylates,13.44
Finland,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
Finland,2008,Phenols (as total C),1007.6
Finland,2008,Polycyclic aromatic hydrocarbons (PAHs),5.4
Finland,2008,Total nitrogen,7440300
Finland,2008,Total organic carbon(as total C or COD/3) (TOC),52351900
Finland,2008,Total phosphorus,177390
Finland,2008,Trichloromethane,14
Finland,2008,Zinc and compounds (as Zn),80950
Finland,2009,Arsenic and compounds (as As),1040.2
Finland,2009,Cadmium and compounds (as Cd),315.79
Finland,2009,Chlorides (as total Cl),54510000
Finland,2009,Chromium and compounds (as Cr),2196
Finland,2009,Copper and compounds (as Cu),10780.9
Finland,2009,Cyanides (as total CN),2063
Finland,2009,Di-(2-ethyl hexyl) phthalate (DEHP),36.77
Finland,2009,Fluorides (as total F),82770
Finland,2009,Halogenated organic compounds (as AOX),827550
Finland,2009,Lead and compounds (as Pb),780.7
Finland,2009,Mercury and compounds (as Hg),61.66
Finland,2009,Nickel and compounds (as Ni),10639
Finland,2009,Nonylphenol and Nonylphenol ethoxylates,26.2
Finland,2009,Octylphenols and Octylphenol ethoxylates,3.5
Finland,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
Finland,2009,Phenols (as total C),964
Finland,2009,Polycyclic aromatic hydrocarbons (PAHs),5.4
Finland,2009,Tetrachloromethane (TCM),1.7
Finland,2009,Total nitrogen,7150800
